#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3
243,RAS,All,Registered mobile number|Mobile number|Change my mobile number|Mobile number modification|Update Contact Number|How to update Contact Number|Update Phone Number|Update Mobile Number|Modify Mobile Number|How do I update my mobile Number,How do I update my mobile number?,Update your registered mobile number to continue receiving alerts and OTPs.,UPDATE_MOBILE_NUMBER,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Update Mobile Number,,,,
244,RAS,All,PAN details|PAN change|PAN|How to add PAN details|Permanent Account Number|How do I acess my PAN details,How do I view or update my PAN details?,View or update your PAN details to ensure compliance and seamless banking services.,VIEW_UPDATE_PAN,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,PAN Details,,,,
245,RAS,All,Welcome to Mobile Banking|App experience|Whats new|App|One swipe banking|The joy of one swipe banking|Key features,How do I explore the mobile banking app features?,Take a guided tour of the app to understand features and enhance your banking experience.,APP_TOUR,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Mobile App Tour,,,,
246,RAS,All,Stop cheque payment|stop cheque|Wrong cheque issued|Cancel cheque issued|How do I stop an issues cheque,How do I stop a cheque payment?,Stop payment of an issued cheque to prevent it from being processed.,STOP_CHEQUE,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Stop Cheque,,,,
247,RAS,All,Revoke stop cheque payment|Cancel stop cheque request|How do I revoke a cheque which has been stopped by me,How do I revoke a stopped cheque?,Revoke a stop cheque request if the cheque needs to be processed again.,REVOKE_STOP_CHEQUE,,Redirection ,,,,,/more/echequebooks,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Revoke Stop Cheque,,,,
248,RAS,All,Wearable|Buy Wearable|FIRSTAP|How do I buy a wearable,How do I buy a wearable device?,Explore and purchase wearable devices enabled for contactless payments.,BUY_WEARABLE,,Redirection ,,,,,/buyWearable,,liability,RI,TRUE,,,,,,FALSE,Buy Wearable,,,,
249,RL,All,Business Loan|New Business|Startup loan|Borrow money for business|Business expansion loan|Loan for business taxes|SME loan|Start a business|How do I apply for a business loan,How do I apply for a business loan?,Apply for a business loan to support your startup or expand your business operations.,APPLY_BUSINESS_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/BIL,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Apply for Business Loan,,,,
250,RL,All,Pre-owned car loan|Car loan|Used car loan|Borrow money for car|How do I apply for a pre-owned car loan,How do I apply for a pre-owned car loan?,Apply for a loan to finance your used car purchase with flexible repayment options.,APPLY_USED_CAR_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan/UC,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Apply for pre-owned car Loan,,,,
251,RL,All,Urgent loan|Personal loan|PL loan|CD loan|Home loan|Consumer Durable loan|Business loan|Two wheeler loan|Apply for loan|How do I apply for a loan,How do I apply for a loan?,"Apply for various types of loans such as personal, home, or business loans based on your needs.",APPLY_LOAN,,Redirection ,,,,,/loansDashboard/apply-for-loan,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Apply for a Loan,,,,
252,RL,All,EMI calculator|Calculator|EMI|Monthly EMI|How do I access EMI Calculator,How do I access the EMI calculator?,Access the EMI calculator to plan your loan repayments effectively.,EMI_CALCULATOR,,Redirection ,,,,,/loansDashboard/emi-calculator,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,EMI Calculator,,,,
253,WEALTH,All,mutual funds|buy mutual funds|invest in mutual funds|list of mutual funds|Tpp mutual funds|How to invest in mutual funds|How to buy mutual funds|How do I invest in mutual funds|What are some of the top mutual funds|Top Mutual Funds,What are the top mutual funds to invest in?,Explore top mutual funds across categories and start investing via SIP or lump sum.,VIEW_TOP_MF,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Top Mutual Funds,,,,
254,WEALTH,All,recommended mutual funds|get recommendations|which mutual fund should I buy|recommended funds for me|curated mutual funds|Lump sum|What are some recommended mutual funds?|Where can I get mutual fund recommendations?|How to see curated mutual funds for me|How to invest in Lumpsum,How do I get mutual fund recommendations?,Get personalized mutual fund recommendations based on your investment profile.,GET_MF_RECOMMENDATIONS,,Redirection ,,,,,/recommendportfolio/lumpsum,,liability,RI,TRUE,,,,,,FALSE,Invest in Mutual Funds,,,,
255,WEALTH,All,portfolio statement|download portfolio statement|holding statement|mutual fund report|download mutual fund report|capital gain report|How to download my portfolio statement|How to get my mutual fund report|How do I download my mutual fund report|How do I download capital gain report,How do I download my portfolio report?,"Download portfolio statements, holding reports, and capital gain reports easily.",DOWNLOAD_PORTFOLIO_REPORT,,Redirection ,,,,,/mfreports,,liability,RI,TRUE,,,,,,FALSE,Download report,,,,
256,WEALTH,All,buy SGB|buy sovereign gold bond|buy digital gold|buy gold|invest in gold|invest in SGB|New SGB|How do I get sovereign gold bond certificate|buy Sovereign Gold Bonds|How to buy sovereign gold bonds,How do I invest in sovereign gold bonds?,Invest in sovereign gold bonds as a secure and government-backed investment option.,BUY_SGB,,Redirection ,,,,,/buysgb,,liability,RI,TRUE,,,,,,FALSE,Buy Sovereign Gold Bonds,,,,
257,WEALTH,All,Risk profile|Set risk profile|My risk profile|How do I choose my risk profile|How do I set my risk profile|How do I manage my risk profile,How do I set my risk profile?,Set or update your investment risk profile to get suitable product recommendations.,SET_RISK_PROFILE,,Redirection ,,,,,/riskprofile,,liability,RI,TRUE,,,,,,FALSE,Risk profile,,,,
258,WEALTH,All,Wealth|Where can I see my wealth|Holding|Where can I see my holdings,How do I view my holdings?,View your complete investment holdings and track your total wealth in one place.,VIEW_HOLDINGS,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,My Holdings,,,,
259,WEALTH,All,How to invest in IPO,How do I invest in an IPO?,Apply for IPOs easily and invest in companies during their initial public offering phase.,INVEST_IPO,,Redirection ,,,,,/investinipo,,liability,RI,TRUE,,,,,,FALSE,Invest in IPO,,,,
260,WEALTH,All,Equity Mutual Funds|How to invest in equity mutual fund,How do I invest in equity mutual funds?,Invest in equity mutual funds to grow wealth through market-linked returns.,INVEST_EQUITY_MF,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Invest in Equity MF,,,,
261,WEALTH,All,Tax Mutual Funds|How to invest in tax saving mutual fund,How do I invest in tax-saving mutual funds?,Invest in ELSS mutual funds to save tax while earning market-linked returns.,INVEST_TAX_SAVING_MF,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Invest in Tax Savings MF,,,,
262,WEALTH,All,lumpsum|How to invest in Lumpsum,How do I invest via lump sum?,Make a one-time investment in mutual funds based on your financial goals.,INVEST_LUMPSUM,,Redirection ,,,,,/recommendportfolio/lumpsum,,liability,RI,TRUE,,,,,,FALSE,Invest in Lumpsum,,,,
263,WEALTH,All,Capital Gain Report|How do I download capital gain report,How do I download my capital gain report?,Download your capital gain report to track profits and tax liabilities on investments.,DOWNLOAD_CAPITAL_GAIN_REPORT,,Redirection ,,,,,/mfreports,,liability,RI,TRUE,,,,,,FALSE,Capital Gain Report,,,,
264,WEALTH,All,download mutual fund report|How do I download my mutual fund report,How do I download my mutual fund report?,Access and download detailed reports of your mutual fund investments.,DOWNLOAD_MF_REPORT,,Redirection ,,,,,/mfreports,,liability,RI,TRUE,,,,,,FALSE,Download Mutual Fund Report,,,,
265,WEALTH,All,Download portfolio statement|How to download my portfolio statement,How do I download my portfolio statement?,Download your portfolio statement to review your investment summary and performance.,DOWNLOAD_PORTFOLIO_STATEMENT,,Redirection ,,,,,/mfreports,,liability,RI,TRUE,,,,,,FALSE,Download portfolio Statement,,,,
266,WEALTH,All,holding statement|How to get my holdings statement,How do I get my holdings statement?,Access your holdings statement to see detailed investment positions.,DOWNLOAD_HOLDING_STATEMENT,,Redirection ,,,,,/mfreports,,liability,RI,TRUE,,,,,,FALSE,Holding Statement,,,,
267,WEALTH,All,Mutual Fund statement|How to get my mutual fund statement,How do I get my mutual fund statement?,Download your mutual fund statement to review transactions and holdings.,DOWNLOAD_MF_STATEMENT,,Redirection ,,,,,/mfreports,,liability,RI,TRUE,,,,,,FALSE,Mutual Fund Statement,,,,
268,WEALTH,All,Sovereign Gold Bonds|How to invest in sovereign gold bonds,How do I invest in sovereign gold bonds?,"Invest in sovereign gold bonds as a secure, government-backed gold investment option.",INVEST_SGB,,Redirection ,,,,,/sgbSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,Invest in SGB,,,,
269,WEALTH,All,SGB Holdings|Where can I see my SGB holdings,How do I view my SGB holdings?,View your sovereign gold bond holdings and track their current value.,VIEW_SGB_HOLDINGS,,Redirection ,,,,,/sgbSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,SGB Holdings,,,,
270,WEALTH,All,Sovereign gold bonds certificate|How do I get sovereign gold bond certificate,How do I get my SGB certificate?,Access your sovereign gold bond certificate anytime for your investment records.,VIEW_SGB_CERTIFICATE,,Redirection ,,,,,/sgbSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,Sovereign Gold Bonds Certificate,,,,
271,WEALTH,All,SGB Request|How to place SGB request,How do I place an SGB request?,Place a request to invest in sovereign gold bonds easily through the app.,PLACE_SGB_REQUEST,,Redirection ,,,,,/sgbSummary/applications,,liability,RI,TRUE,,,,,,FALSE,SGB Request,,,,
272,WEALTH,All,New SGB|When will the new SGB be available,When will new SGB issues be available?,Check upcoming sovereign gold bond issues and plan your investments accordingly.,VIEW_NEW_SGB,,Redirection ,,,,,/buysgb,,liability,RI,TRUE,,,,,,FALSE,New SGB,,,,
273,WEALTH,All,Child's Education|How much should I invest for my child's education,How do I plan investments for my child's education?,Set and plan financial goals to fund your child’s education with suitable investments.,CHILD_EDUCATION_GOAL,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Child's Education,,,,
274,WEALTH,All,Home|How much should I invest for my home,How do I plan a home investment goal?,Plan your investments to achieve your goal of buying or building a home.,HOME_GOAL,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Home Goal,,,,
275,WEALTH,All,Vacation|How much should I invest for my vacation,How do I plan a vacation goal?,Set and achieve your vacation savings goal through disciplined investments.,VACATION_GOAL,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Vacation Goal,,,,
276,WEALTH,All,Wedding|How much should I invest for my wedding,How do I plan a wedding investment goal?,Plan and invest systematically to achieve your financial goal for a wedding.,WEDDING_GOAL,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Wedding Goal,,,,
277,PAYMENTS,All,Recurring payments|How do I manage recurring payments,How do I manage recurring payments?,"Manage, modify, or cancel your recurring and auto-debit payments easily.",MANAGE_RECURRING_PAYMENTS,,Redirection ,,,,,/bankTransfer,,BIB|liability,RI,TRUE,,,,,,FALSE,Recurring Payments,,,,
278,PAYMENTS,All,RTGS|How do I pay via RTGS,How do I pay using RTGS?,Transfer funds using RTGS for high-value transactions with real-time processing.,PAY_RTGS,,Redirection ,,,,,/bankTransfer,,BIB|liability,RI,TRUE,,,,,,FALSE,RTGS Payments,,,,
279,PAYMENTS,All,Schedule payments|How do I schedule payments,How do I schedule payments?,Schedule payments in advance to ensure timely transfers and bill payments.,SCHEDULE_PAYMENTS,,Redirection ,,,,,/bankTransfer,,BIB|liability,RI,TRUE,,,,,,FALSE,Schedule Payments,,,,
280,PAYMENTS,All,Send Money|User fund transfer|Pay Money|How do I send money to someone|How do I send money|How do I make payments|How do I pay money|Transfer funds|How to pay to anyone|How to transfer funds,How do I transfer funds?,Transfer money to any account using multiple payment options securely and quickly.,TRANSFER_FUNDS,,Redirection ,,,,,/bankTransfer,,BIB|liability,RI,TRUE,,,,,,FALSE,Transfer Funds,,,,
281,PAYMENTS,All,Payee|How to view payee,How do I view my payees?,View your saved beneficiaries or payees for quick and easy transfers.,VIEW_PAYEE,,Redirection ,,,,,/allPayees,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,View Payee,,,,
282,PAYMENTS,All,Add beneficiary|Hew do I add beneficiary,How do I add a beneficiary?,Add a new beneficiary to transfer funds securely and conveniently.,ADD_BENEFICIARY,,Redirection ,,,,,/bankTransfer,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Add beneficiary,,,,
283,PAYMENTS,All,Book a cylinder|How do I book a cylinder,How do I book a gas cylinder?,Book a gas cylinder easily through the app using integrated bill payment services.,BOOK_CYLINDER,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Book a Cylinder,,,,
284,PAYMENTS,All,Donate|How to donate,How do I donate?,Make donations securely to supported organizations through the app.,DONATE,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Donate,,,,
285,PAYMENTS,All,College|How do I pay for college fees,How do I pay college fees?,Pay college or education fees conveniently through the app.,PAY_COLLEGE_FEES,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Pay College Fees,,,,
286,PAYMENTS,All,Electricity Bill|How do I pay electricity bill,How do I pay my electricity bill?,Pay your electricity bill quickly and securely through the app.,PAY_ELECTRICITY_BILL,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Pay Electricity Bill,,,,
287,PAYMENTS,All,Mobile postpaid|How do I pay mobile postpaid bill,How do I pay my postpaid mobile bill?,Pay your postpaid mobile bills easily using available payment options.,PAY_POSTPAID_BILL,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Pay Postpaid Bill,,,,
288,PAYMENTS,All,School|How do I pay for school fees,How do I pay school fees?,Pay school fees conveniently through the app without delays.,PAY_SCHOOL_FEES,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Pay School Fees,,,,
289,PAYMENTS,All,Subscription|How do I pay for subscription,How do I pay for subscriptions?,Pay for subscriptions such as OTT or services seamlessly through the app.,PAY_SUBSCRIPTIONS,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Subscription Payments,,,,
290,PAYMENTS,All,DTH|How to pay for DTH,How do I pay my DTH bill?,Recharge or pay your DTH bill easily through the app.,PAY_DTH,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,DTH Bill Payment,,,,
291,PAYMENTS,All,FASTag|How to pay for FASTag,How do I recharge my FASTag?,Recharge your FASTag instantly to ensure uninterrupted toll payments.,RECHARGE_FASTAG,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Recharge FASTag,,,,
292,PAYMENTS,All,Prepaid Mobile|How to pay for prepaid Mobile,How do I recharge my mobile?,Recharge your prepaid mobile number quickly using secure payment methods.,RECHARGE_MOBILE,,Redirection ,,,,,/billerCategories,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Recharge Mobile,,,,
293,PAYMENTS,All,Ask Money List|How to see collect money list,How do I view my collect money list?,View all incoming money requests and manage them from one place.,VIEW_COLLECT_MONEY_LIST,,Redirection ,,,,,/pay/requests,,liability,RI,TRUE,,,,,,FALSE,Collect Money List,,,,
294,PAYMENTS,All,VPA|What is my VPA|Whats my VPA|Virtual Payment Address|Address|How to use UPI Address,What is my UPI VPA?,View your Virtual Payment Address (VPA) and use it to send or receive money via UPI.,VIEW_UPI_VPA,,Redirection ,,,,,/UpiLanding,,liability,RI,TRUE,,,,,,FALSE,My UPI VPA,,,,
295,WEALTH,All,How to redeem a mutual fund|How do I systematically withdraw my funds|What is the minimum number of funds required to redeem|What is the minimum redemption amount|Redeam mutual fund|withdraw funds|Close mutual funds|How do I redeem a mutual fund|Cancel mutual fund|Systematic withdrawal,How do I redeem my mutual funds?,Redeem or withdraw your mutual fund investments partially or fully as per your needs.,REDEEM_MUTUAL_FUNDS,,Redirection ,,,,,/mfSummary?holdings,,liability,RI,TRUE,,,,,,FALSE,Redemption Of Funds,,,,
296,WEALTH,All,NCD investment|How do I invest in NCD,How do I invest in NCDs?,Invest in Non-Convertible Debentures (NCDs) to earn fixed returns over a specified tenure.,INVEST_NCD,,Redirection ,,,,,/investinipo,,liability,RI,TRUE,,,,,,FALSE,Invest In NCD,,,,
297,WEALTH,All,How do I see different types of mutual funds?,How do I explore different mutual funds?,Browse different categories of mutual funds to choose the right investment options.,VIEW_MUTUAL_FUNDS,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Mutual Funds,,,,
298,WEALTH,All,Invest into IPO-ASBA|How do I invest in IPO-ASBA|IPO-ASBA,How do I invest in IPO using ASBA?,Invest in IPOs using the ASBA facility to block funds securely in your account.,INVEST_IPO_ASBA,,Redirection ,,,,,/investinipo,,liability,RI,TRUE,,,,,,FALSE,Invest into IPO-ASBA,,,,
299,WEALTH,All,Invest in portfolio of stocks|How do I invest into portfolio of stocks,How do I invest in a portfolio of stocks?,Invest in curated stock portfolios based on your financial goals and risk appetite.,INVEST_STOCK_PORTFOLIO,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,Invest In Portfolio Of Stocks,,,,
300,WEALTH,All,e-Voting services|How do I e-vote,How do I use e-voting services?,Participate in shareholder voting through e-voting services conveniently.,E_VOTING,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,e-Voting Services,,,,
301,CC,All,Credit card rewards conversion enquiry|How to enquire about rewards point conversion,How do I convert my reward points?,"Check how to convert your credit card reward points into vouchers, cashback, or other benefits.",CONVERT_REWARD_POINTS,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Credit Card Rewards Conversion Enquiry,,,,
302,WEALTH,All,Summary of investment|How to view summary of investments,How do I view my investment summary?,View a consolidated summary of all your investments and their current value.,VIEW_INVESTMENT_SUMMARY,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,Summary of investments,,,,
303,WEALTH,All,Set Goal for investment|How to set investment goals,How do I set an investment goal?,Set your financial goals and plan investments to achieve them over a defined timeline.,SET_INVESTMENT_GOAL,,Redirection ,,,,,/creategoal,,liability,RI,TRUE,,,,,,FALSE,Set Goal for investment,,,,
304,WEALTH,All,Check investments|How to check my investment portfolio,How do I check my investments?,"View your investment portfolio including holdings, value, and performance.",CHECK_INVESTMENTS,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,Check Investments,,,,
305,WEALTH,All,Invest in Large & Mid Cap Fund|How to invest in Large & Mid Cap Fund,How do I invest in large & mid cap funds?,Invest in funds that combine large and mid cap stocks for balanced growth.,INVEST_LARGE_MID_CAP,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Large & Mid Cap Fund,,,,
306,WEALTH,All,Invest in Mid Cap Fund|How to invest in Mid Cap Fund,How do I invest in mid cap funds?,Invest in mid cap funds to capture growth opportunities from emerging companies.,INVEST_MID_CAP,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Mid Cap Fund,,,,
307,WEALTH,All,Invest in Small Cap Fund|How to invest in Small Cap Fund,How do I invest in small cap funds?,Invest in small cap funds for high growth potential with higher risk.,INVEST_SMALL_CAP,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Small Cap Fund,,,,
308,WEALTH,All,Invest in Focused Fund|How to invest in Focused Fund,How do I invest in focused funds?,Invest in focused funds that concentrate on a limited number of high-conviction stocks.,INVEST_FOCUSED_FUNDS,,Redirection ,,,,,/investinmf,,liability,RI,TRUE,,,,,,FALSE,Invest in Focused Fund,,,,
309,WEALTH,All,Invest in Tax Saving Funds|How to invest in Tax Saving Funds,How do I invest in tax saving funds?,Invest in ELSS funds to save tax while benefiting from equity market growth.,INVEST_TAX_SAVING_FUNDS,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Invest in Tax Saving Funds,,,,
310,WEALTH,All,Invest in Curated Mutual Funds|How to invest in Curated Mutual Funds,How do I invest in curated mutual funds?,Choose from curated mutual fund portfolios designed based on your goals and risk profile.,INVEST_CURATED_MF,,Redirection ,,,,,/diymf,,liability,RI,TRUE,,,,,,FALSE,Invest in Curated Mutual Funds,,,,
311,CC,All,Payment Options|Learn about different ways to make credit card payments,What are the payment options for my credit card?,"Explore different ways to pay your credit card bill including UPI, NEFT, and auto-debit.",VIEW_PAYMENT_OPTIONS,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Payment Options,,,,
312,CC,All,Balance Transfer|How to initiate a credit card balance transfer,How do I do a credit card balance transfer?,Transfer outstanding balance from another credit card to manage payments efficiently.,CREDIT_CARD_BALANCE_TRANSFER,,Redirection ,,,,,/CreditCardDetails,,creditcard,RI,TRUE,,,,,,FALSE,Credit Card Balance Transfer,,,,
313,WEALTH,All,Financial Planning|How to create a financial plan,How do I create a financial plan?,"Build a comprehensive financial plan covering savings, investments, and goals.",FINANCIAL_PLANNING,,Redirection ,,,,,/creategoal,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Financial Planning,,,,
314,RAS,All,Share account details|How to share account details,How do I share my account details?,Share your account details securely for receiving payments or transfers.,SHARE_ACCOUNT_DETAILS,,Redirection ,,,,,/account,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Share Account details,,,,
315,RL,All,Easy Buy Card details|How to see easy buy card details,How do I view my Easy Buy Card details?,View details of your Easy Buy Card including limits and usage.,VIEW_EASY_BUY_DETAILS,,Redirection ,,,,,/loansDashboard/easyBuyCard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Easy Buy Card Details,,,,
316,WEALTH,All,Download my SIPs report|How to download my SIPs report,How do I download my SIPs report?,Download a detailed report of your SIP investments including transactions and performance.,DOWNLOAD_SIP_REPORT,,Redirection ,,,,,/mfSummary/holdings,,liability,RI,TRUE,,,,,,FALSE,Download my SIPs report,,,,
317,WEALTH,All,Download my Investment portfolio report|How to download my investment portfolio report,How do I download my investment portfolio report?,Download your complete investment portfolio report with holdings and valuation details.,DOWNLOAD_INVESTMENT_REPORT,,Redirection ,,,,,/investments,,liability,RI,TRUE,,,,,,FALSE,Download My Investment Portfolio Report,,,,
318,RAS,All,Locate ATM or branch nearest to me|How to locate ATM or branch nearest to me,How do I locate the nearest ATM or branch?,Find the nearest ATM or bank branch quickly using location-based services.,LOCATE_ATM_BRANCH,,Redirection ,,,,,/servicerequests/dashboard/profile/LOCATE_NEAREST_BRANCH,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Locate ATM or Nearest Branch,,,,
319,RAS,All,How to update Aadhar details|ReKYC,How do I update my Aadhaar details?,Update your Aadhaar details to complete KYC or Re-KYC requirements.,UPDATE_AADHAAR,,Redirection ,,,,,/completeReKYC,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,KYC-ReKYC,,,,
320,PLATFORM,All,Checksum|Where do I find Checksum,What is a checksum and where can I find it?,View checksum details required for verifying secure transactions or documents.,VIEW_CHECKSUM,,Redirection ,,,,,/servicerequests/dashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Checksum,,,,
321,PLATFORM,All,Device management|De-register Device|Deregister|De-register,How do I de-register my device?,De-register your device to remove access and enhance account security.,DEREGISTER_DEVICE,,Redirection ,,,,,/deviceManagement,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,De-register device,,,,
322,PLATFORM,All,Device management|Delink Device|Remove Device,How do I remove a registered device?,Remove or delink a device from your account for better security control.,REMOVE_DEVICE,,Redirection ,,,,,/deviceManagement,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Remove Device,,,,
323,RAS,All,Update Address|Change Address|Modify Address|Update residential Address|Residential address updation|Residential address modification|Address change|Revise address|Address revision|How do I update my address,How do I update my address?,Update your residential or permanent address to keep your KYC details current.,UPDATE_ADDRESS,,Redirection ,,,,,/profile,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Update Address,,,,
324,RAS,All,My Rewards|My Reward Points|How do I view my Rewards|Reward points|Reward points checking|Using reward points|where do I use my reward points,How do I view my reward points?,View your reward points balance and track usage across transactions.,VIEW_MY_REWARD_POINTS,,Redirection ,,,,,/rewards/cclp,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,My Reward Points,,,,
325,RAS,All,"Booster , Salary booster , Booster after Salary , Account Booster , Salary advance|How do I avail salary booster",How do I avail salary booster?,Access salary booster or advance facility for short-term financial needs.,SALARY_BOOSTER,,Redirection ,,,,,/salaryod,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Salary Booster,,,,
326,CX,All,Customer care|Call customer Care|How can I call customer care number,How do I contact customer care?,Connect with customer support for assistance with your banking queries.,CONTACT_CUSTOMER_CARE,,Redirection ,,,,,/servicerequests/dashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Customer Care,,,,
327,RAS,All,Refer and Earn|Refer|Earn,How does Refer and Earn work?,Refer friends and earn rewards when they join and use banking services.,REFER_AND_EARN,,Redirection ,,,,,/referandearn,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Refer and Earn,,,,
328,RAS,All,Deposit Routing Account|View All Savings|Residential Savings Account||My Accounts|,How do I view my accounts?,View all your savings and deposit accounts in one place.,VIEW_MY_ACCOUNTS,,Redirection ,,,,,/account,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,View My Accounts,,,,
329,RAS,All,Overdraft Limit,What is my overdraft limit?,Check your available overdraft limit linked to your account.,VIEW_OVERDRAFT_LIMIT,,Redirection ,,,,,/account,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Overdraft Limit,,,,
330,RAS,All,Sweep In Balance|Sweep Balance|Sweep,What is my sweep-in balance?,View the balance available through sweep-in facility linked to deposits.,VIEW_SWEEP_IN_BALANCE,,Redirection ,,,,,/account,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Sweep In Balance,,,,
331,RAS,All,Unclear Funds,What are unclear funds in my account?,Check funds that are not yet cleared or available for withdrawal.,VIEW_UNCLEAR_FUNDS,,Redirection ,,,,,/account,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Unclear Funds,,,,
332,WEALTH,All,Term Insurance|Bajaj Allianz Life|ICICI Prudential,How do I view my term insurance details?,View your term insurance policies and coverage details.,VIEW_TERM_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Term Insurance,,,,
333,WEALTH,All,Total Premium,How do I check my total insurance premium?,View the total premium payable for your insurance policies.,VIEW_TOTAL_PREMIUM,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Total Premium - Insurance,,,,
334,WEALTH,All,Secure Your Family's Future,How do I secure my family’s future?,Explore insurance plans that help secure your family’s financial future.,SECURE_FAMILY_FUTURE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Secure Your Family's Future - Insurance,,,,
335,WEALTH,All,Buy Health Insurance|Protect Yourself,How do I buy health insurance?,Purchase health insurance plans to protect yourself against medical expenses.,BUY_HEALTH_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,TRUE,,,,,,FALSE,Protect Yourself - Insurance,,,,
