#,squad,page_id,tags,title,description,intent,video_id,intent_type,channel,category,category_icon,is_deep_link_available,deeplink,priority,line_of_business,resident_type,visibility,product_category,query_category,query_sub_category,sr_category,sr_name,is_popular,label,intent_priority,Follow up 1,Follow up 2 ,Follow up 3,nlu_intent,nlu_entities,nlu_examples,nlu_disambiguation_hint
331,RAS,All,Unclear Funds,What are unclear funds in my account?,Check funds that are not yet cleared or available for withdrawal.,VIEW_UNCLEAR_FUNDS,,Redirection ,,,,,/account,,liability|asset|creditcard,RI,True,,,,,,False,Unclear Funds,,,,,view_unclear_funds,"{""action"": ""view"", ""feature"": ""unclear_funds"", ""product"": ""account""}",Unclear Funds|What are unclear funds in my account?,Use for Unclear Funds. Feature is unclear funds.
332,WEALTH,All,Term Insurance|Bajaj Allianz Life|ICICI Prudential,How do I view my term insurance details?,View your term insurance policies and coverage details.,VIEW_TERM_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Term Insurance,,,,,view_term_insurance,"{""action"": ""view"", ""feature"": ""term_insurance"", ""insurance_type"": ""term"", ""product"": ""insurance""}",Term Insurance|Bajaj Allianz Life|ICICI Prudential|How do I view my term insurance details?,Use for Term Insurance. Feature is term insurance. Insurance type is term.
333,WEALTH,All,Total Premium,How do I check my total insurance premium?,View the total premium payable for your insurance policies.,VIEW_TOTAL_PREMIUM,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Total Premium - Insurance,,,,,view_total_premium_insurance,"{""action"": ""view"", ""biller_type"": ""insurance_premium"", ""feature"": ""total_premium_insurance"", ""insurance_type"": ""premium"", ""product"": ""insurance""}",Total Premium|How do I check my total insurance premium?|Total Premium - Insurance,Use for Total Premium - Insurance. Feature is total premium insurance. Biller type is insurance premium. Insurance type is premium.
334,WEALTH,All,Secure Your Family's Future,How do I secure my family’s future?,Explore insurance plans that help secure your family’s financial future.,SECURE_FAMILY_FUTURE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Secure Your Family's Future - Insurance,,,,,view_secure_family_s_future_insurance,"{""action"": ""view"", ""feature"": ""secure_family_s_future_insurance"", ""insurance_type"": ""family"", ""product"": ""insurance""}",Secure Your Family's Future|How do I secure my family’s future?|Secure Your Family's Future - Insurance,Use for Secure Your Family's Future - Insurance. Feature is secure family s future insurance. Insurance type is family.
335,WEALTH,All,Buy Health Insurance|Protect Yourself,How do I buy health insurance?,Purchase health insurance plans to protect yourself against medical expenses.,BUY_HEALTH_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Protect Yourself - Insurance,,,,,buy_protect_yourself_insurance,"{""action"": ""buy"", ""feature"": ""protect_yourself_insurance"", ""insurance_type"": ""health"", ""product"": ""insurance""}",Buy Health Insurance|Protect Yourself|How do I buy health insurance?|Protect Yourself - Insurance,Use for Protect Yourself - Insurance. Feature is protect yourself insurance. Insurance type is health.
336,WEALTH,All,Increase Existing Health Cover|Additional Cover,How do I increase my health cover?,Enhance your existing health insurance coverage with additional benefits.,INCREASE_HEALTH_COVER,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Increase Existing Health Cover,,,,,add_existing_health_cover,"{""action"": ""add"", ""feature"": ""existing_health_cover"", ""insurance_type"": ""health"", ""product"": ""health_insurance""}",Increase Existing Health Cover|Additional Cover|How do I increase my health cover?,Use for Increase Existing Health Cover. Feature is existing health cover. Insurance type is health.
337,WEALTH,All,Motor Insurance,How do I buy motor insurance?,Get motor insurance to protect your vehicle against damages and liabilities.,BUY_MOTOR_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Motor Insurance,,,,,buy_motor_insurance,"{""action"": ""buy"", ""feature"": ""motor_insurance"", ""insurance_type"": ""motor"", ""product"": ""insurance""}",Motor Insurance|How do I buy motor insurance?,Use for Motor Insurance. Feature is motor insurance. Insurance type is motor.
338,WEALTH,All,Calculate Ideal Cover,How do I calculate my ideal insurance cover?,Calculate the right insurance coverage based on your needs and lifestyle.,CALCULATE_IDEAL_COVER,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Calculate Ideal Cover - Insurance,,,,,calculate_ideal_cover_insurance,"{""action"": ""calculate"", ""feature"": ""ideal_cover_insurance"", ""insurance_type"": ""ideal_cover"", ""product"": ""insurance""}",Calculate Ideal Cover|How do I calculate my ideal insurance cover?|Calculate Ideal Cover - Insurance,Use for Calculate Ideal Cover - Insurance. Feature is ideal cover insurance. Insurance type is ideal cover.
339,WEALTH,All,Health Cover Need Analysis,How do I assess my health cover needs?,Analyze your healthcare needs to choose the right insurance plan.,HEALTH_COVER_ANALYSIS,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Health Cover Need Analysis,,,,,view_health_cover_need_analysis,"{""action"": ""view"", ""feature"": ""health_cover_need_analysis"", ""insurance_type"": ""health"", ""product"": ""health_insurance""}",Health Cover Need Analysis|How do I assess my health cover needs?,Use for Health Cover Need Analysis. Feature is health cover need analysis. Insurance type is health.
340,WEALTH,All,Find Your Ideal Cover,How do I find my ideal insurance cover?,Discover the most suitable insurance plan based on your profile.,FIND_IDEAL_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Find Your Ideal Insurance Cover,,,,,view_ideal_insurance_cover,"{""action"": ""view"", ""feature"": ""ideal_insurance_cover"", ""product"": ""insurance"", ""service_type"": ""profile_update""}",Find Your Ideal Cover|How do I find my ideal insurance cover?|Find Your Ideal Insurance Cover,Use for Find Your Ideal Insurance Cover. Feature is ideal insurance cover. Service type is profile update.
341,WEALTH,All,Add On Protection,What are add-on protection options?,Explore add-on covers to enhance your insurance protection.,ADD_ON_PROTECTION,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Add On Protection - Insurance,,,,,add_on_protection_insurance,"{""action"": ""add"", ""feature"": ""on_protection_insurance"", ""insurance_type"": ""add_on"", ""product"": ""insurance""}",Add On Protection|What are add-on protection options?|Add On Protection - Insurance,Use for Add On Protection - Insurance. Feature is on protection insurance. Insurance type is add on.
342,WEALTH,All,Long Term Protection,How do I get long-term protection?,Choose long-term insurance plans for sustained financial security.,LONG_TERM_PROTECTION,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Long Term Protection,,,,,view_long_term_protection,"{""action"": ""view"", ""feature"": ""long_term_protection"", ""insurance_type"": ""term"", ""product"": ""insurance""}",Long Term Protection|How do I get long-term protection?,Use for Long Term Protection. Feature is long term protection. Insurance type is term.
343,WEALTH,All,Life Cover,How do I get life insurance cover?,Get life insurance coverage to financially protect your loved ones.,BUY_LIFE_COVER,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Life Cover - Insurance,,,,,buy_life_cover_insurance,"{""action"": ""buy"", ""feature"": ""life_cover_insurance"", ""insurance_type"": ""life"", ""product"": ""insurance""}",Life Cover|How do I get life insurance cover?|Life Cover - Insurance,Use for Life Cover - Insurance. Feature is life cover insurance. Insurance type is life.
344,WEALTH,All,Buy Two Wheeler Insurance,How do I buy two-wheeler insurance?,Purchase insurance for your bike or scooter with ease.,BUY_TWO_WHEELER_INSURANCE,,Redirection ,,,,,/insuranceDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Buy Two Wheeler Insurance,,,,,buy_two_wheeler_insurance,"{""action"": ""buy"", ""feature"": ""two_wheeler_insurance"", ""insurance_type"": ""two_wheeler"", ""loan_type"": ""two_wheeler_loan"", ""product"": ""insurance""}",Buy Two Wheeler Insurance|How do I buy two-wheeler insurance?,Use for Buy Two Wheeler Insurance. Feature is two wheeler insurance. Insurance type is two wheeler. Loan type is two wheeler loan.
345,CC,All,Card Privileges|Your Card Privileges|Credit Card Privileges|How do I get my Credit Card Privileges,How do I view my card privileges?,View benefits and privileges associated with your credit card.,VIEW_CARD_PRIVILEGES,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,True,,,,,,False,Your Card Privileges,,,,,view_card_privileges,"{""action"": ""view"", ""card_type"": ""credit_card"", ""feature"": ""card_privileges"", ""product"": ""credit_card""}",Card Privileges|Your Card Privileges|Credit Card Privileges|How do I get my Credit Card Privileges|How do I view my card privileges?,Use for Your Card Privileges. Feature is card privileges. Card type is credit card.
346,CC,All,Card Controls|Debit Card controls|How do I find Debit Card Card Controls?,How do I manage my debit card controls?,"Manage debit card settings like limits, usage, and security controls.",MANAGE_DEBIT_CARD_CONTROLS,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,True,,,,,,False,Debit Card Controls,,,,,manage_debit_card_controls,"{""action"": ""manage"", ""card_type"": ""debit_card"", ""feature"": ""debit_card_controls"", ""product"": ""debit_card"", ""service_type"": ""settings_management""}",Card Controls|Debit Card controls|How do I find Debit Card Card Controls?|How do I manage my debit card controls?,Use for Debit Card Controls. Feature is debit card controls. Service type is settings management. Card type is debit card.
347,CC,All,Card Controls|Credit Card controls|Manage Credit Card|Credit controls|How do I find Card Controls?,How do I manage my credit card controls?,"Manage credit card settings including limits, usage, and security preferences.",MANAGE_CREDIT_CARD_CONTROLS,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,True,,,,,,False,Credit Card Controls,,,,,manage_credit_card_controls,"{""action"": ""manage"", ""card_type"": ""credit_card"", ""feature"": ""credit_card_controls"", ""product"": ""credit_card"", ""service_type"": ""settings_management""}",Card Controls|Credit Card controls|Manage Credit Card|Credit controls|How do I find Card Controls?|How do I manage my credit card controls?,Use for Credit Card Controls. Feature is credit card controls. Service type is settings management. Card type is credit card.
348,CC,All,Update Credit Card Profile|Update Card profile|How do I change my profile details?|How do I change credit card details?,How do I update my credit card profile?,Update your credit card profile details and personal information.,UPDATE_CC_PROFILE,,Redirection ,,,,,/cards,,liability|asset|creditcard,RI,True,,,,,,False,Update Credit Card Profile,,,,,update_credit_card_profile,"{""action"": ""update"", ""card_type"": ""credit_card"", ""feature"": ""credit_card_profile"", ""product"": ""credit_card"", ""service_type"": ""profile_update""}",Update Credit Card Profile|Update Card profile|How do I change my profile details?|How do I change credit card details?|How do I update my credit card profile?,Use for Update Credit Card Profile. Feature is credit card profile. Service type is profile update. Card type is credit card.
349,RL,All,Update CIBIL Status,How do I update my CIBIL status?,Check and update your CIBIL score or status for better loan eligibility.,UPDATE_CIBIL,,Redirection ,,,,,/servicerequests/dashboard,,liability|asset|creditcard,RI,True,,,,,,False,Update CIBIL Status,,,,,update_cibil_status,"{""action"": ""update"", ""feature"": ""cibil_status"", ""product"": ""cibil"", ""profile_attribute"": ""cibil""}",Update CIBIL Status|How do I update my CIBIL status?,Use for Update CIBIL Status. Feature is cibil status.
350,RL,All,Update CIBIL Status|know more about loans|Track loan application|EMI Calculator|Pay Later,How do I track my loan application?,Track the status of your loan application and related updates.,TRACK_LOAN_APPLICATION,,Redirection ,,,,,/loansDashboard,,liability|asset|creditcard,RI,True,,,,,,False,Track Loan Application,,,,,track_loan_application,"{""action"": ""track"", ""feature"": ""loan_application"", ""loan_type"": ""loan_application"", ""product"": ""loan""}",Update CIBIL Status|know more about loans|Track loan application|EMI Calculator|Pay Later|How do I track my loan application?,Use for Track Loan Application. Feature is loan application. Loan type is loan application.
351,WEALTH,All,balanced|balanced investment,What is a balanced investor profile?,Understand the balanced investor profile with moderate risk and return preferences.,BALANCED_INVESTOR_PROFILE,,Redirection ,,,,,/riskprofile,,liability|asset|creditcard,RI,True,,,,,,False,Balanced Investor,,,,,invest_balanced_investor,"{""action"": ""invest"", ""feature"": ""balanced_investor"", ""product"": ""profile"", ""service_type"": ""profile_update""}",balanced|balanced investment|What is a balanced investor profile?|Balanced Investor,Use for Balanced Investor. Feature is balanced investor. Service type is profile update.
352,WEALTH,All,aggressive investment|aggression,What is an aggressive investor profile?,Understand aggressive investment strategies focused on high risk and high returns.,AGGRESSIVE_INVESTOR_PROFILE,,Redirection ,,,,,/riskprofile,,liability|asset|creditcard,RI,True,,,,,,False,Aggressive Investor,,,,,invest_aggressive_investor,"{""action"": ""invest"", ""feature"": ""aggressive_investor"", ""product"": ""profile"", ""service_type"": ""profile_update""}",aggressive investment|aggression|What is an aggressive investor profile?|Aggressive Investor,Use for Aggressive Investor. Feature is aggressive investor. Service type is profile update.
353,WEALTH,All,IT sector funds|IT|IT index,How do I invest in IT sector funds?,Invest in IT sector funds to gain exposure to technology-driven companies.,INVEST_IT_FUNDS,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,True,,,,,,False,Invest in IT Companies,,,,,invest_it_companies,"{""action"": ""invest"", ""feature"": ""it_companies"", ""fund_category"": ""it_sector"", ""product"": ""mutual_fund""}",IT sector funds|IT|IT index|How do I invest in IT sector funds?|Invest in IT Companies,Use for Invest in IT Companies. Feature is it companies. Fund category is it sector.
354,WEALTH,All,top companies|invest in top companies,How do I invest in top companies?,Invest in leading companies with strong market presence and performance.,INVEST_TOP_COMPANIES,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,True,,,,,,False,Invest in Top Companies,,,,,invest_top_companies,"{""action"": ""invest"", ""feature"": ""top_companies"", ""product"": ""banking_service""}",top companies|invest in top companies|How do I invest in top companies?,Use for Invest in Top Companies. Feature is top companies.
355,WEALTH,All,bank deposits|alternate to bank deposits,What are alternatives to bank deposits?,Explore investment options that can offer better returns than traditional deposits.,ALTERNATIVE_TO_DEPOSITS,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,True,,,,,,False,Alternate to Bank Deposits,,,,,invest_alternate_bank_deposits,"{""action"": ""invest"", ""feature"": ""alternate_bank_deposits"", ""product"": ""investment""}",bank deposits|alternate to bank deposits|What are alternatives to bank deposits?,Use for Alternate to Bank Deposits. Feature is alternate bank deposits.
356,WEALTH,All,bond funds,How do I invest in bond funds?,Invest in bond funds for stable income and lower risk exposure.,INVEST_BOND_FUNDS,,Redirection ,,,,,/investments,,liability|asset|creditcard,RI,True,,,,,,False,Invest in Bond Funds,,,,,invest_bond_funds,"{""action"": ""invest"", ""feature"": ""bond_funds"", ""fund_category"": ""bond"", ""product"": ""mutual_fund""}",bond funds|How do I invest in bond funds?|Invest in Bond Funds,Use for Invest in Bond Funds. Feature is bond funds. Fund category is bond.
357,WEALTH,All,elss|investment in elss,How do I invest in ELSS funds?,Invest in ELSS funds to save tax while earning market-linked returns.,INVEST_ELSS,,Redirection ,,,,,/investinmf,,liability|asset|creditcard,RI,True,,,,,,False,Invest in ELSS,,,,,invest_elss,"{""action"": ""invest"", ""feature"": ""elss"", ""fund_category"": ""elss"", ""product"": ""mutual_fund""}",elss|investment in elss|How do I invest in ELSS funds?|Invest in ELSS,Use for Invest in ELSS. Feature is elss. Fund category is elss.
358,WEALTH,All,fintech|MF|SIPs,How do I invest in banking and fintech funds?,Invest in mutual funds focused on banking and fintech sectors.,INVEST_FINTECH_FUNDS,,Redirection ,,,,,/investinmf,,liability|asset|creditcard,RI,True,,,,,,False,Invest in Banking and Fintech,,,,,invest_banking_and_fintech,"{""action"": ""invest"", ""feature"": ""banking_and_fintech"", ""fund_category"": ""banking_and_fintech"", ""product"": ""mutual_fund""}",fintech|MF|SIPs|How do I invest in banking and fintech funds?|Invest in Banking and Fintech,Use for Invest in Banking and Fintech. Feature is banking and fintech. Fund category is banking and fintech.
359,WEALTH,All,debt mutual funds|MF|SIPs,How do I invest in SIP mutual funds?,Start SIP investments to build wealth through disciplined investing.,INVEST_MF_SIP,,Redirection ,,,,,/diymf,,liability|asset|creditcard,RI,True,,,,,,False,Invest in MF - SIP,,,,,invest_mf_sip,"{""action"": ""invest"", ""feature"": ""mf_sip"", ""investment_mode"": ""sip"", ""product"": ""mutual_fund""}",debt mutual funds|MF|SIPs|How do I invest in SIP mutual funds?|Invest in MF - SIP,Use for Invest in MF - SIP. Feature is mf sip. Investment mode is sip.
360,WEALTH,All,handpicked funds|MF|SIPs,How do I invest in handpicked funds?,Invest in curated or handpicked mutual funds based on expert selection.,INVEST_HANDPICKED_FUNDS,,Redirection ,,,,,/investinmf,,liability|asset|creditcard,RI,True,,,,,,False,Invest in Handpicked Funds,,,,,invest_handpicked_funds,"{""action"": ""invest"", ""feature"": ""handpicked_funds"", ""fund_category"": ""handpicked"", ""investment_mode"": ""handpicked"", ""product"": ""mutual_fund""}",handpicked funds|MF|SIPs|How do I invest in handpicked funds?|Invest in Handpicked Funds,Use for Invest in Handpicked Funds. Feature is handpicked funds. Investment mode is handpicked. Fund category is handpicked.
361,FX,All,Overseas investment|How to invest overseas,How do I invest overseas?,Explore options to invest in international markets and diversify your portfolio.,INVEST_OVERSEAS,,Redirection ,,,,,/payabroad,,liability,RI,True,,,,,,False,Overseas Investment,,,,,invest_overseas_investment,"{""action"": ""invest"", ""feature"": ""overseas_investment"", ""product"": ""investment"", ""usage_scope"": ""international""}",Overseas investment|How to invest overseas|How do I invest overseas?,Use for Overseas Investment. Feature is overseas investment.
362,FX,All,CAD|Canadian Dollars|How to pay in Canadian Dollars,How do I pay in Canadian Dollars?,Make international payments in Canadian Dollars securely through the app.,PAY_IN_CAD,,Redirection ,,,,,/payabroad,,liability,RI,True,,,,,,False,Pay in Canadian Dollars,,,,,pay_canadian_dollars,"{""action"": ""pay"", ""feature"": ""canadian_dollars"", ""payment_type"": ""cad"", ""product"": ""banking_service"", ""usage_scope"": ""international""}",CAD|Canadian Dollars|How to pay in Canadian Dollars|How do I pay in Canadian Dollars?|Pay in Canadian Dollars,Use for Pay in Canadian Dollars. Feature is canadian dollars. Payment rail or bill type is cad.
363,FX,All,AUD|Australian Dollars|How to pay in Australian Dollars,How do I pay in Australian Dollars?,Send or pay money in Australian Dollars for international transactions.,PAY_IN_AUD,,Redirection ,,,,,/payabroad,,liability,RI,True,,,,,,False,Pay in Australian Dollars,,,,,pay_australian_dollars,"{""action"": ""pay"", ""feature"": ""australian_dollars"", ""payment_type"": ""aud"", ""product"": ""banking_service"", ""usage_scope"": ""international""}",AUD|Australian Dollars|How to pay in Australian Dollars|How do I pay in Australian Dollars?|Pay in Australian Dollars,Use for Pay in Australian Dollars. Feature is australian dollars. Payment rail or bill type is aud.
364,FX,All,SGD|Singapore Dollars|How to pay in Singapore Dollars,How do I pay in Singapore Dollars?,Make payments in Singapore Dollars easily using international transfer options.,PAY_IN_SGD,,Redirection ,,,,,/payabroad,,liability,RI,True,,,,,,False,Pay in Singapore Dollars,,,,,pay_singapore_dollars,"{""action"": ""pay"", ""feature"": ""singapore_dollars"", ""payment_type"": ""sgd"", ""product"": ""banking_service"", ""usage_scope"": ""international""}",SGD|Singapore Dollars|How to pay in Singapore Dollars|How do I pay in Singapore Dollars?|Pay in Singapore Dollars,Use for Pay in Singapore Dollars. Feature is singapore dollars. Payment rail or bill type is sgd.
365,INVESTMENTS,All,Track external mutual funds|Track all your mutual fund holdings|External mutual funds holdings|How do I track my external mutual fund holding|Sync all your mutual funds|Zerodha mutual funds|Groww mutual funds,How do I track external mutual funds?,Track mutual fund investments held outside the bank in one consolidated view.,TRACK_EXTERNAL_MF,,Redirection ,,,,,/mfSummary/holdings,,liability,RI,True,,,,,,False,Track External Mutual Funds,,,,,track_external_mutual_funds,"{""action"": ""track"", ""feature"": ""external_mutual_funds"", ""product"": ""mutual_fund""}",Track external mutual funds|Track all your mutual fund holdings|External mutual funds holdings|How do I track my external mutual fund holding|Sync all your mutual funds|Zerodha mutual funds|Groww mutual funds|How do I track external mutual funds?,Use for Track External Mutual Funds. Feature is external mutual funds.
366,RAS,All,Airport lounge access|How do I know about Airport lounge access,How do I access airport lounge benefits?,Check your eligibility and access airport lounge benefits using your card.,AIRPORT_LOUNGE_ACCESS,,Redirection ,,,,,/cards,,liability,RI,True,,,,,,False,Airport Lounge Access,,,,,view_airport_lounge,"{""action"": ""view"", ""benefit_type"": ""airport_lounge"", ""feature"": ""airport_lounge"", ""product"": ""banking_service""}",Airport lounge access|How do I know about Airport lounge access|How do I access airport lounge benefits?,Use for Airport Lounge Access. Feature is airport lounge.
367,WEALTH,All,Invest in SBI - MF|SBI,How do I invest in SBI mutual funds?,Invest in SBI mutual funds to diversify your portfolio with trusted fund options.,INVEST_SBI_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in SBI - MF,,,,,invest_sbi_mf,"{""action"": ""invest"", ""feature"": ""sbi_mf"", ""fund_house"": ""sbi"", ""product"": ""mutual_fund""}",Invest in SBI - MF|SBI|How do I invest in SBI mutual funds?,Use for Invest in SBI - MF. Feature is sbi mf. Fund house is sbi.
368,WEALTH,All,Invest in HDFC - MF|HDFC,How do I invest in HDFC mutual funds?,Invest in HDFC mutual funds for long-term wealth creation.,INVEST_HDFC_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in HDFC - MF,,,,,invest_hdfc_mf,"{""action"": ""invest"", ""feature"": ""hdfc_mf"", ""fund_house"": ""hdfc"", ""product"": ""mutual_fund""}",Invest in HDFC - MF|HDFC|How do I invest in HDFC mutual funds?,Use for Invest in HDFC - MF. Feature is hdfc mf. Fund house is hdfc.
369,WEALTH,All,Invest in ICICI - MF|ICICI,How do I invest in ICICI mutual funds?,Choose and invest in ICICI mutual fund schemes based on your goals.,INVEST_ICICI_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in ICICI - MF,,,,,invest_icici_mf,"{""action"": ""invest"", ""feature"": ""icici_mf"", ""fund_house"": ""icici"", ""product"": ""mutual_fund""}",Invest in ICICI - MF|ICICI|How do I invest in ICICI mutual funds?,Use for Invest in ICICI - MF. Feature is icici mf. Fund house is icici.
370,WEALTH,All,Invest in Flexi Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in flexi cap mutual funds?,Invest in flexi cap funds that dynamically allocate across market capitalizations.,INVEST_FLEXI_CAP_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Flexi Cap Mutual Funds,,,,,invest_flexi_cap_mutual_funds,"{""action"": ""invest"", ""feature"": ""flexi_cap_mutual_funds"", ""fund_category"": ""flexi_cap"", ""product"": ""mutual_fund""}",Invest in Flexi Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds|How do I invest in flexi cap mutual funds?|Invest in Flexi Cap Mutual Funds,Use for Invest in Flexi Cap Mutual Funds. Feature is flexi cap mutual funds. Fund category is flexi cap.
371,WEALTH,All,Invest in Small Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in small cap mutual funds?,Invest in small cap funds for high growth potential with higher risk.,INVEST_SMALL_CAP_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Small Cap Mutual Funds,,,,,invest_small_cap_mutual_funds,"{""action"": ""invest"", ""feature"": ""small_cap_mutual_funds"", ""fund_category"": ""small_cap"", ""product"": ""mutual_fund""}",Invest in Small Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds|How do I invest in small cap mutual funds?|Invest in Small Cap Mutual Funds,Use for Invest in Small Cap Mutual Funds. Feature is small cap mutual funds. Fund category is small cap.
372,WEALTH,All,Invest in Mid Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in mid cap mutual funds?,Invest in mid cap funds to capture growth from emerging companies.,INVEST_MID_CAP_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Mid Cap Mutual Funds,,,,,invest_mid_cap_mutual_funds,"{""action"": ""invest"", ""feature"": ""mid_cap_mutual_funds"", ""fund_category"": ""mid_cap"", ""product"": ""mutual_fund""}",Invest in Mid Cap Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds|How do I invest in mid cap mutual funds?|Invest in Mid Cap Mutual Funds,Use for Invest in Mid Cap Mutual Funds. Feature is mid cap mutual funds. Fund category is mid cap.
373,WEALTH,All,Invest in Quant Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds,How do I invest in quant mutual funds?,Invest in quant-based funds that use data-driven strategies for portfolio selection.,INVEST_QUANT_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Quant Mutual Funds,,,,,invest_quant_mutual_funds,"{""action"": ""invest"", ""feature"": ""quant_mutual_funds"", ""fund_category"": ""quant"", ""product"": ""mutual_fund""}",Invest in Quant Funds|Small Cap|Mid Cap|Large Cap|Flexi Cap|Quant Funds|Qaunt Funds|How do I invest in quant mutual funds?|Invest in Quant Mutual Funds,Use for Invest in Quant Mutual Funds. Feature is quant mutual funds. Fund category is quant.
374,WEALTH,All,Franklin MF|Invest in Franklin,How do I invest in Franklin mutual funds?,Invest in Franklin mutual funds for diversified investment options.,INVEST_FRANKLIN_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Franklin√î√∏Œ©MF,,,,,invest_franklin_mf,"{""action"": ""invest"", ""feature"": ""franklin_mf"", ""fund_house"": ""franklin"", ""product"": ""mutual_fund""}",Franklin MF|Invest in Franklin|How do I invest in Franklin mutual funds?|Invest in Franklin√î√∏Œ©MF,Use for Invest in Franklin√î√∏Œ©MF. Feature is franklin mf. Fund house is franklin.
375,WEALTH,All,TATA MF|Invest in TATA MF,How do I invest in TATA MF?,Choose and invest in TATA mutual fund schemes conveniently.,INVEST_TATA_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in TATA MF,,,,,invest_tata_mf,"{""action"": ""invest"", ""feature"": ""tata_mf"", ""fund_house"": ""tata"", ""product"": ""mutual_fund""}",TATA MF|Invest in TATA MF|How do I invest in TATA MF?,Use for Invest in TATA MF. Feature is tata mf. Fund house is tata.
376,WEALTH,All,Motilal MF|Invest in Motilal MF,How do I invest in Motilal mutual funds?,Invest in Motilal Oswal mutual funds based on your financial goals.,INVEST_MOTILAL_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Motilal MF,,,,,invest_motilal_mf,"{""action"": ""invest"", ""feature"": ""motilal_mf"", ""fund_house"": ""motilal_oswal"", ""product"": ""mutual_fund""}",Motilal MF|Invest in Motilal MF|How do I invest in Motilal mutual funds?,Use for Invest in Motilal MF. Feature is motilal mf. Fund house is motilal oswal.
377,WEALTH,All,UTI MF|Invest in UTI MF,How do I invest in UTI mutual funds?,Explore UTI mutual fund options and start investing.,INVEST_UTI_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in UTI MF,,,,,invest_uti_mf,"{""action"": ""invest"", ""feature"": ""uti_mf"", ""fund_house"": ""uti"", ""product"": ""mutual_fund""}",UTI MF|Invest in UTI MF|How do I invest in UTI mutual funds?,Use for Invest in UTI MF. Feature is uti mf. Fund house is uti.
378,WEALTH,All,Aditya Birla MF|Invest in Aditya Birla MF,How do I invest in Aditya Birla mutual funds?,Invest in Aditya Birla mutual funds for diversified portfolio growth.,INVEST_ADITYA_BIRLA_MF,,Redirection ,,,,,/investinmf,,liability,RI,True,,,,,,False,Invest in Aditya Birla MF,,,,,invest_aditya_birla_mf,"{""action"": ""invest"", ""feature"": ""aditya_birla_mf"", ""fund_house"": ""aditya_birla"", ""product"": ""mutual_fund""}",Aditya Birla MF|Invest in Aditya Birla MF|How do I invest in Aditya Birla mutual funds?,Use for Invest in Aditya Birla MF. Feature is aditya birla mf. Fund house is aditya birla.
